COL video title VAL David Dante - Speedy Gonzales.wmv COL channel name VAL delwoodjef	COL video title VAL Quincy Jones - "A Taste of Honey" (1962) COL channel name VAL martsie74	0
COL video title VAL The Dells - Wives & Lovers COL channel name VAL TheOriginalDells	COL video title VAL Peggy Peters - Java Boy (1964) COL channel name VAL PfauFM	0
COL video title VAL You Gave Me A Mountain Sung by Jim Nabors COL channel name VAL Overlord058	COL video title VAL Dixie Chicks - Hallelujah I Just Love Him So COL channel name VAL OTCDF	0
COL video title VAL Charlie Parker All Stars - Ah-Leu-Cha COL channel name VAL 60otaku4	COL video title VAL Freddy Weller Too much monkey business COL channel name VAL Anatole Wieck	0
COL video title VAL IVO ROBIĆ - Rot ist der Wein (Blue Spanish Eyes) COL channel name VAL vinyldaewo	COL video title VAL The Litter - Hey Joe COL channel name VAL villainsamongus	0
COL video title VAL Amanda Lear - Burning Love (Teaser) COL channel name VAL Amanda Lear - Official Youtube Channel 1	COL video title VAL Charlie Shavers -- When the Saints Go Marching In COL channel name VAL VintageMusicFm	0
COL video title VAL Lover Come Back To Me - Cal Tjader COL channel name VAL Susumu Murakoshi	COL video title VAL Debbie Gibson - Sleigh Ride COL channel name VAL summer giirl	0
COL video title VAL Lover Come Back To Me - Cal Tjader COL channel name VAL Susumu Murakoshi	COL video title VAL Debbie Gibson - Sleigh Ride COL channel name VAL summer giirl	0
COL video title VAL Kirk Whalum - A Song For You COL channel name VAL Danone5	COL video title VAL Andy Williams - A Song for You COL channel name VAL fruitypies	1
COL video title VAL Erik Sumo - Summertime (Album Version\, Audio) COL channel name VAL Erik Sumo	COL video title VAL Summertime ~ Charlotte Church COL channel name VAL AnotherSoulUponThisRealm	1
COL video title VAL Dean Torrence - Wild Thing COL channel name VAL ConchThatCantSurf	COL video title VAL 8- "Someone To Watch Over Me" Barbra Streisand - My Name Is Barbra COL channel name VAL IJustLoveYouBarbra	0
COL video title VAL Summertime - Colin Meloy COL channel name VAL Rapscallionesque	COL video title VAL Charles Mingus - Summertime COL channel name VAL Okmusix	1
COL video title VAL Group Therapy - Hey Joe COL channel name VAL milos krsmanovic	COL video title VAL UK Subs - She's Not There (Zombies Cover - T.O.T.P. 1979) COL channel name VAL Noizyneighbour	0
COL video title VAL Creedence Clearwater Revival - Fortunate Son COL channel name VAL teshue	COL video title VAL Suzi Rawn - Fortunate Son (Studio Version) COL channel name VAL Treefroggiefreak	1
COL video title VAL The Hep Stars - Young And Beautiful - Jukebox COL channel name VAL Anders Hiim Foss	COL video title VAL Esther Ofarim אסתר עופרים - Morning has broken COL channel name VAL conmad24	0
COL video title VAL Fatima Mansions Everything I Do(i do it for you) COL channel name VAL June Grant	COL video title VAL Black Coffee - Petula Clark (vinyl rip) COL channel name VAL Victoria Jones	0
COL video title VAL Для души!!! Roland Cedermark La Paloma COL channel name VAL Galina Kashina	COL video title VAL Billy Preston - 15 King of the Road (HQ) COL channel name VAL Murat MORSÜMBÜL	0
COL video title VAL You Gave Me A Mountain Sung by Jim Nabors COL channel name VAL Overlord058	COL video title VAL Jonas Kaufmann - Non ti scordar di me COL channel name VAL Adina Miranda	0
COL video title VAL Jason and the Scorchers - I Really Don't Want To Know COL channel name VAL theepitts	COL video title VAL Zaho Live L'histoire De La Vie (Le Roi Lion) - On Chante Tous Disney COL channel name VAL Dastan Gramm.	0
COL video title VAL Vassilikos - Moon River COL channel name VAL Pr Antonis	COL video title VAL O Grande Amor  GARY BURTON & MAKOTO OZONE COL channel name VAL cafemukushiny	0
COL video title VAL Johnny Smith - 05 'S Wonderful (HQ) COL channel name VAL gd dwbt	COL video title VAL Procuro Olvidarte - Raphael COL channel name VAL Danilo Marenco	0
COL video title VAL James Last Band: "Lay\, Lady Lay"\, en estudio\, año 1970. COL channel name VAL Joseph Noise	COL video title VAL The Cheats Surrender COL channel name VAL jon onethirtyeight	0
COL video title VAL 2be3 - Toujours la pour toi COL channel name VAL TheRockX17	COL video title VAL "Cry! Cry! Cry!" - Don Wilson "Tribute To Johnny Cash"  Legend Records COL channel name VAL singerdonwilson	0
COL video title VAL Hey Joe -    Make Up COL channel name VAL hermanbloodIII	COL video title VAL Paul Gilbert Hey Joe by Jimi Hendrix COL channel name VAL ianmckent	1
COL video title VAL Ship's Company And Royal Marine Band Of H M S  Ark RoyalYou'll Never Walk Alone COL channel name VAL Joe Davage Channel	COL video title VAL Robin S - You'll Never Walk Alone COL channel name VAL kishkasayshello	1
COL video title VAL Frank Sinatra - Jingle Bells COL channel name VAL mjm1799	COL video title VAL The Mamas And The Papas - In Crowd COL channel name VAL beatlettese	0
COL video title VAL Turley Richards - My World Is Empty Without You COL channel name VAL Franck-Luc Dancelme	COL video title VAL Os 3 Morais - SÓ EU E VOCÊ - L. Reed - G. Stephens - versão de Lilian Knapp - gravação de 1967 COL channel name VAL luciano hortencio	0
COL video title VAL Eric Carmen "All By MySelf" COL channel name VAL anadesker_se	COL video title VAL Xavier Cugat - Hang on sloopy COL channel name VAL thesoul59	0
COL video title VAL THE MAVERICKS - BLUE MOON COL channel name VAL CRISS ANCA	COL video title VAL Corpo e Alma - Kleiton e Kledir.avi COL channel name VAL Tio Patinhas	0
COL video title VAL Bireli Lagrene @ North Sea Jazz - 'This Can't Be Love' COL channel name VAL Blhite	COL video title VAL Solitude - Connie Evingson COL channel name VAL yoichiro tani	0
COL video title VAL Boyzone - You Needed Me (Official Video) COL channel name VAL BoyzoneVEVO	COL video title VAL Little White Lies - Oscar Peterson COL channel name VAL max	0
COL video title VAL Thunderball (01/12) / The Secret Agent File (Billy Strange) COL channel name VAL 木村伸司	COL video title VAL Winchester Cathedral (03/11) / Heads Up (Baja Marimba Band) COL channel name VAL 木村伸司	0
COL video title VAL Johnny Adams - Stand by me  (Ben E. King) COL channel name VAL princedonjuanma3	COL video title VAL Roky Erickson - "Stand By Me" (cover) COL channel name VAL BobSeger1981	1
COL video title VAL The Temperance Seven "Runnin' Wild" COL channel name VAL sbritt	COL video title VAL Willie Nelson - Time After Time COL channel name VAL JasonKT	0
COL video title VAL Hey Porter - The Dimaggio Bros. - Cash on Delivery: A Tribute COL channel name VAL CMH Records	COL video title VAL Caesars - Don't Fear The Reaper (Six Feet Under OST) COL channel name VAL Andrea Centon	0
COL video title VAL Paul Anka ::::: Hello Young Lovers. COL channel name VAL SixtiesOnly	COL video title VAL eric clapton-tulsa time COL channel name VAL bornblues	0
COL video title VAL Marlene Dietrich  - Sag mir "Adieu" (Time On My Hands) 1950 COL channel name VAL 240252	COL video title VAL Jerry Vale - Blue Velvet COL channel name VAL GoldenOldies101	0
COL video title VAL Martin Mann - Bind ein blaues Band um unseren Birkenbaum 1973 COL channel name VAL fritz5192	COL video title VAL Edith Piaf - No Regrets ( English Version ) COL channel name VAL utrilov8	0
COL video title VAL Peter Lipa - Samba na jednom tóne ( 1983 ) COL channel name VAL kinedryl123	COL video title VAL YOU'VE CHANGED - MARIA AUGUSTA COL channel name VAL Antônio Bocaiúva	0
COL video title VAL "China Boy" - Teddy Hill & His N.B.C. Orchestra (1937 Bluebird/RCA Victor) COL channel name VAL Jason Madore	COL video title VAL I Profeti ho difeso il mio amore COL channel name VAL 911162	0
COL video title VAL Ely Bruna - Feel Like Making Love - feat. Frankie Lovecchio COL channel name VAL yourdancefloortv	COL video title VAL LIPSTIQUE sings VENUS / LIGHT MY FIRE 金星/點燃我的火焰 1977 COL channel name VAL paraparaguy	0
COL video title VAL Andre Previn Quartet - Moonlight In Vermont COL channel name VAL backyardjazz	COL video title VAL Moonlight In Vermont.wmv COL channel name VAL nonkig3	1
COL video title VAL Moon River "By" Willie Nelson COL channel name VAL doronron100	COL video title VAL She loves you Beatles Lyrics Subtitles UPL COL channel name VAL Gilles Dedier	0
COL video title VAL La Muerte - Mannish Boy (Muddy Waters Cover) COL channel name VAL CoverHeaven	COL video title VAL Gerry Marsden - Imagine COL channel name VAL flatop47	0
COL video title VAL Harry Belafonte - Island In The Sun (HD) COL channel name VAL awhwong	COL video title VAL Link Wray - Blueberry Hill (Instrumental Cover) COL channel name VAL CoverHeaven	0
COL video title VAL Louis Armstrong and the All Stars 1955 Undecided (Live) COL channel name VAL ulajazz	COL video title VAL Red House Painters - Mark Kozelek - Cruiser - White Christmas Live - Acoustic Version COL channel name VAL playmobilfriends	0
COL video title VAL JULIE LONDON ~ Body And Soul ~.wmv COL channel name VAL Scout4Me1	COL video title VAL Jerry Lee Lewis - Tomorrow Night (HD) Officiel Seniors Musik COL channel name VAL Seniorsmusik	0
COL video title VAL Hey Joe -    Make Up COL channel name VAL hermanbloodIII	COL video title VAL Blå roser til en blond pige - Gustav Winckler med Sven-Olof Walldorfs orkester COL channel name VAL Nielsens musik museum	0
COL video title VAL Reflections Of 1965 - Part 1 ♫ ♫  [65 Songs] COL channel name VAL ManicGrasshopper	COL video title VAL Smokie - Just When I Needed You Most COL channel name VAL DixielandEli	0
COL video title VAL The Baseballs fans españa- Tracklist de Good Ol' Christmas 2 Have Yourself a Merry Little Christmas COL channel name VAL Thebaseballsspainfan	COL video title VAL Have Yourself a Merry Little Christmas (cover) Megan Nicole COL channel name VAL Megan Nicole	1
COL video title VAL LIZA MINNELLI slow boat to china COL channel name VAL SayYes2LIZA	COL video title VAL Susan Tedeschi Cover - Mama He Treats Your Daughter Mean COL channel name VAL Patti Taylor Band	0
COL video title VAL Don't Leave Me This Way- Thelma Houston COL channel name VAL stewart8980	COL video title VAL Jose Galisteo - Don't Leave Me This Way (Remember) COL channel name VAL JoseGalisteoMusic	1
COL video title VAL MICKEY GUILLEY-STAND BY ME COL channel name VAL megabarry	COL video title VAL Viens - Jeane MANSON - inédit ! COL channel name VAL ViolaDivine	0
COL video title VAL Send in the Clowns by Bobby Short COL channel name VAL Paula Pollack	COL video title VAL Blossom Dearie - Send In The Clowns (1975) COL channel name VAL Waldemar Wallenius	1
COL video title VAL Stranger On the Shore COL channel name VAL Santo & Johnny - Topic	COL video title VAL Nancy Sinatra & Lee Hazlewood-You've Lost That Lovin' Feelin COL channel name VAL zmov1	0
COL video title VAL Rosemary Clooney - I Ain't Got Nobody (And Nobody Cares for Me) COL channel name VAL Phillip Primrose	COL video title VAL TENNESSEE ERNIE FORD - DARK AS A DUNGEON COL channel name VAL Desmond	0
COL video title VAL John Gary ~ Half as Much COL channel name VAL TheSorrowfulFlower	COL video title VAL Half As Much by Tennessee Ernie Ford on Mono 1967 Pickwick LP. COL channel name VAL lrh1966	1
COL video title VAL Laurence juber - while my guitar gently weeps COL channel name VAL tomomac33	COL video title VAL Queen - Who Wants To Live Forever (by Ian Meeson & Belinda Gillet) 1989 COL channel name VAL Queen Official	0
COL video title VAL J.R. Bailey - Stella By Starlight COL channel name VAL Tyron M	COL video title VAL Dedicated To The One I Love - The Temprees COL channel name VAL Silent1LM562	0
COL video title VAL Mrs Miller: "The shadow of your smile" COL channel name VAL arkaisk2	COL video title VAL Keiko Lee - The Shadow Of Your Smile COL channel name VAL gordoncamp	1
COL video title VAL Dee Daniels / Baby What You Want Me To Do COL channel name VAL amaryl su	COL video title VAL Sweethearts Of The Rodeo - so sad - COL channel name VAL netphil2001	0
COL video title VAL Andre Previn Quartet - Moonlight In Vermont COL channel name VAL backyardjazz	COL video title VAL Meschiya Lake And The Little Big Horns - Gimme A Pigfoot COL channel name VAL terces42	0
COL video title VAL Jimmie Lunceford - Solitude COL channel name VAL OnlyJazzHQ	COL video title VAL Salena Jones - Solitude COL channel name VAL Carmen	1
COL video title VAL Art Tatum plays Caravan (1954) COL channel name VAL gullivior	COL video title VAL HUGO DIAZ  CARAVANA 1974 COL channel name VAL Rodolfo Lizarralde	1
COL video title VAL Barbara Manning - Cry Me A River COL channel name VAL Lee Revell	COL video title VAL Arthur Prysock --- I'm a want you COL channel name VAL phoenixauis	0
COL video title VAL [FLAC] Michael Hedges - Gimme Shelter COL channel name VAL Iainuk	COL video title VAL John Stubblefield ：In a Sentimental Mood COL channel name VAL Old Malo	0
COL video title VAL Flip & Fill - I Wanna Dance With Somebody COL channel name VAL SteveAATW	COL video title VAL Johnny Paycheck - King of the Road COL channel name VAL J Hughes	0
COL video title VAL And I Love Her - Abraça-me - Ao som do piano de Eduardo Lages COL channel name VAL Portal Splish Splash	COL video title VAL THE SANDPIPERS   AND I LOVE HER COL channel name VAL ROY STORNAWAY	1
COL video title VAL 2CELLOS & LANG LANG - Live And Let Die [OFFICIAL VIDEO] COL channel name VAL 2CELLOS	COL video title VAL THE CAPITOLS wild thing.wmv COL channel name VAL PaulGTSE	0
COL video title VAL michael mccloud my funny valentine COL channel name VAL thrmon	COL video title VAL MY FUNNY VALENTINE Jacky Terrasson Trio COL channel name VAL Rino Maiolo	1
COL video title VAL Herman Brood & his Wild Romance: "Heat wave" (Assen CSA 1985) COL channel name VAL HermanBrood&hisWildRomance	COL video title VAL Clocks   Friend 'n Fellow COL channel name VAL hrockx	0
COL video title VAL U2 With or without you - by Jacques Stotzem COL channel name VAL Jacques Stotzem	COL video title VAL Anita Traversi - Es ist so schön\, verliebt zu sein (1965) COL channel name VAL kraftwerk2012	0
COL video title VAL Lainie Kazan - My Man's Gone Now (1966) COL channel name VAL W. Walter Watson	COL video title VAL Blossom Dearie - Send In The Clowns (1975) COL channel name VAL Waldemar Wallenius	0
COL video title VAL "Memphis Tennessee" - Kentucky Express (Rare sunshine pop\, 1972) COL channel name VAL Cantabrigidian	COL video title VAL Gov't Mule 12-31-2010 "Afro-Blue" COL channel name VAL Gordon James	0
COL video title VAL Dan Fogelberg - Rhythm Of The Rain COL channel name VAL DanFogelbergVEVO	COL video title VAL Rebecca Martin "But Not For Me" from "When I Was Long Ago" COL channel name VAL Rebecca Martin	0
COL video title VAL Nicki Richards - Summer Breeze COL channel name VAL ozoneprint	COL video title VAL Les　Paul　-　WHISPERING COL channel name VAL konidolfine	0
COL video title VAL Like a Prayer - Vintage 1940's Swing Madonna Cover feat. Robyn Adele Anderson COL channel name VAL PostmodernJukebox	COL video title VAL The Three Degrees - Voulez-vous (Ruud's Extended Mix) COL channel name VAL Ruud Mixer	0
COL video title VAL FRANC LANDI PRECISO DE VOCÊ COL channel name VAL Alves Junior Oficial Siga Me	COL video title VAL Hallelujah - Leonard Cohen - 7th Ave cover (Official Video) COL channel name VAL 7thAve Band	0
COL video title VAL Abney Park - White Wedding (lyrics) COL channel name VAL Camptilon Forœxaus	COL video title VAL CC & LEE   I Will Always Love You COL channel name VAL Jan B kvalheim	0
COL video title VAL Heart-Shaped Box - Jay Smith COL channel name VAL Tinaaa	COL video title VAL Kingston Trio-Pastures of Plenty COL channel name VAL NMmetsfan1	0
COL video title VAL RHODA SCOTT- Take Five COL channel name VAL anitalkcs	COL video title VAL Tenhle kluk   Krystalky 1966) COL channel name VAL Katerina Klimova	0
COL video title VAL You Gave Me A Mountain Sung by Jim Nabors COL channel name VAL Overlord058	COL video title VAL fingazz - Didn't I Blow Your Mind - Classics For The OG'S Vo COL channel name VAL AntChiquita	0
COL video title VAL Sam Harris - Wind Beneath My Wings COL channel name VAL Michael Weihn	COL video title VAL Marilyn Manson-Working Class Hero COL channel name VAL UnsafeWORM	0
COL video title VAL The Kingston Trio - MTA COL channel name VAL John1948SevenE	COL video title VAL Nat King Cole Trio / You're Looking at Me COL channel name VAL 1Bluesboy1	0
COL video title VAL "O Come All Ye Faithful" from Anna Gilbert CD "Christmas" COL channel name VAL annagilbertmelodies	COL video title VAL Church of Misery - In-A-Gadda-da-Vida (Iron Butterfly cover) COL channel name VAL Mario Paredes	0
COL video title VAL Mercy\,..Mercy Me..(The Ecology) ~ Jeff Golub~{Featuring Richard Elliot on tenor saxophone}... COL channel name VAL 21161960	COL video title VAL Glen Hansard - The Parting Glass COL channel name VAL minorbirdmusic	0
COL video title VAL Anthony Hamilton - The Christmas Song (Audio) ft. Chaka Khan COL channel name VAL anthonyhamiltonVEVO	COL video title VAL Clare Teal - The Christmas Song COL channel name VAL Clare Teal	1
COL video title VAL KRAMER  Do Wah Diddy Diddy COL channel name VAL Ηρώδης Αντίπατρος	COL video title VAL Irene Reid- Heart And Soul COL channel name VAL soulfuljakazz07	0
COL video title VAL Druids of Stonehenge - "Who Do You Love" COL channel name VAL user555555555555555	COL video title VAL Lionel hampton - I Almost Lost My Mind COL channel name VAL OnlyJazzHQ	0
COL video title VAL KRAMER  Do Wah Diddy Diddy COL channel name VAL Ηρώδης Αντίπατρος	COL video title VAL Wes Montgomery "'Round Midnight" COL channel name VAL JazzyEdu	0
COL video title VAL [FLAC] Michael Hedges - Gimme Shelter COL channel name VAL Iainuk	COL video title VAL Mike Bloomfield's Electric Flag with Erma Franklin - Big Boss Man COL channel name VAL Erwin Boermans	0
COL video title VAL Dazzled Kid - Ain't No Sunshine (Bill Withers) COL channel name VAL Eddy Doolittle	COL video title VAL Johnny Thunder - Loop de Loop COL channel name VAL janschro	0
COL video title VAL Gustav Winckler - Når du ser et stjerneskud (When You Wish Upon a Star) COL channel name VAL stigekalder	COL video title VAL ACDC - Hells Bells COL channel name VAL TheRedMusicTv	0
COL video title VAL And I Love Her - Abraça-me - Ao som do piano de Eduardo Lages COL channel name VAL Portal Splish Splash	COL video title VAL Meeks - And I Love Her COL channel name VAL NunoRasqueiro	1
COL video title VAL Marianne Faithfull goin back COL channel name VAL Ricky Martillos	COL video title VAL Revelation\, Yellow Submarine (Funk Vinyl 1980) Full Version HD COL channel name VAL Filippo Polito	0
COL video title VAL The Quireboys - You Shook Me All Night Long [Back in Black REDUX] COL channel name VAL Marlon Vasconcelos	COL video title VAL Over the Rainbow COL channel name VAL SteveKaufmanAcoustic	0
COL video title VAL The Mitchell Ruff Trio\, Feat. Charlie Smith  ‎-- The Catbird Seat   Gypsy In My Soul COL channel name VAL olga t	COL video title VAL Shakin' Stevens - Endless Sleep COL channel name VAL Rocker Quo	0
COL video title VAL Ferrante & Teicher - The Sound of Silence (10/12) COL channel name VAL MultiUriahheep	COL video title VAL Mascara - Comin' Home Baby (1979) COL channel name VAL Tadeusz Kawiński	0
COL video title VAL Cliff Parman-Ramblin' Rose COL channel name VAL Homer Vaughn	COL video title VAL Bobby Vinton Who's Sorry Now COL channel name VAL sunsetgurl1	0
COL video title VAL Guitar Wolf - Born To Be Wild COL channel name VAL Carl Heindl	COL video title VAL John Pizzarelli - I feel fine/Sidewinder COL channel name VAL Cygnus90	0
COL video title VAL Dalida - Douce Nuit\, Sainte Nuit COL channel name VAL fran25	COL video title VAL Lettermen Ol' Man River (solo Jim Pike) COL channel name VAL lettermen1	0
COL video title VAL Thunderball (01/12) / The Secret Agent File (Billy Strange) COL channel name VAL 木村伸司	COL video title VAL The Morris Nanton Trio - Things Ain't What They Used to Be COL channel name VAL rixarcade	0
COL video title VAL Paul Carrack - Too Busy Thinkin' Bout My Baby - Still Groovin' COL channel name VAL Paul Carrack	COL video title VAL Peps Persson - Himlen Gråter COL channel name VAL Susanna Keväänranta	0
COL video title VAL Lucy Ann Polk - Darn That Dream COL channel name VAL rujazz	COL video title VAL Gerry Mulligan - Darn That Dream COL channel name VAL Praguedive	1
COL video title VAL Van Morrison - I Can't Stop Loving You COL channel name VAL rocksavethehuman	COL video title VAL i can´t stop loving you - floyd cramer & city strings - HQstereo COL channel name VAL Heiki Herman Soome	1
COL video title VAL Ray Charles - Drown In My Own Tears COL channel name VAL Jelle van de Wall	COL video title VAL Crazy Cavan & The Rhythm Rockers - Margie .wmv COL channel name VAL Johnny Luck	0
COL video title VAL Bud Shank- Here's That Rainy Day COL channel name VAL JROB1989	COL video title VAL Theloniuos Monk-Memories of you COL channel name VAL Lennart Länk aka helluvagun	0
COL video title VAL Peter Noone-If You Got Make A Fool Of Somebody COL channel name VAL MusicMinusVideo	COL video title VAL James Moody & Kenny Barron - Fly Me To The Moon COL channel name VAL rujazz	0
COL video title VAL Betty Wells & Jimmy Wes - Little Sir Echo (original 7" 78 rpm) COL channel name VAL MISisback	COL video title VAL Half As Much by Tennessee Ernie Ford on Mono 1967 Pickwick LP. COL channel name VAL lrh1966	0
COL video title VAL Babies Go Beatles Vol.2 - A day in the life COL channel name VAL rgsmusicargentina	COL video title VAL Xavier Cugat and His Orchestra - Volare COL channel name VAL BnF collection sonore – Jazz & Blues	0
COL video title VAL JOAN BAEZ ~ Don`t Make Promises ~.wmv COL channel name VAL Scout4Me1	COL video title VAL Hollyridge Strings - Girl COL channel name VAL boyjohn	0
COL video title VAL Mitch Ryder - When You Were Mine (1983) COL channel name VAL The Original MTV VJs	COL video title VAL ON THE SUNNY SIDE OF THE STREET Benny Goodman Sextet Peggy Lee COL channel name VAL cdbpdx	0
COL video title VAL Jeff Beck - Greensleeves (1968) COL channel name VAL gollincho	COL video title VAL What Child is This? (feat. Ron Block of Alison Krauss and Union Station) RADIO EDIT COL channel name VAL Marc Martel	1
COL video title VAL HERMAN'S HERMITS - There's A Kind Of Hush COL channel name VAL AllOldMusic	COL video title VAL GLEE - Losing My Religion (Full Performance) (Official Music Video) HD COL channel name VAL Being part of something special\, makes you special! ♥	0
COL video title VAL Sandi Thom Dream On (from NEW ALBUM 'The Covers Collection' OUT NOW) COL channel name VAL sandithom	COL video title VAL Heartbreak Hotel - Cadets.wmv COL channel name VAL Jack Strong	0
COL video title VAL Howie B -- Under the Boardwalk (LateNightTales Cover) COL channel name VAL Late Night Tales	COL video title VAL Micadelia ~ Under The Milky Way COL channel name VAL eireann0	0
COL video title VAL The Pretenders - I'll Stand By You COL channel name VAL This Is Music!	COL video title VAL John Gary ~ Charade COL channel name VAL TheSorrowfulFlower	0
COL video title VAL Inger Marie - Will you still love me tomorrow COL channel name VAL sweetblossom324	COL video title VAL the delfonics A Lover's Concerto COL channel name VAL James Jazz Rodriguez	0
COL video title VAL Larry Willis Trio - My Funny Valentine COL channel name VAL jazzka	COL video title VAL HARRY BELAFONTE ~ Scarlet Ribbons ~ COL channel name VAL Scout4Me1	0
COL video title VAL Hollyridge Strings - Eleanor Rigby COL channel name VAL boyjohn	COL video title VAL She's Always a Woman - The King's Singers (Billy Joel) COL channel name VAL Signum Records	0
COL video title VAL Ricky Skaggs - Window Up Above COL channel name VAL CountryMusicFan8	COL video title VAL Window Up Above - The Blasters COL channel name VAL Rainman Records	1
COL video title VAL Patricia Smith Sings Somewhere Over The Rainbow COL channel name VAL Genevieve Begg	COL video title VAL Over The Rainbow - Derek Watkins.mov COL channel name VAL Derek Lawton	1
COL video title VAL Vera Lynn - We'll Meet Again (1939 Novachord Version) COL channel name VAL Travis Bickle	COL video title VAL C'mon Everybody Top Of The Pops album Sid Vicious Cover COL channel name VAL Sex Pistols Rareites	0
COL video title VAL Roland Hanna Solo - Barbados COL channel name VAL rujazz	COL video title VAL Angela Strehli  - " It Hurts me too" COL channel name VAL stotn	0
COL video title VAL THIS TRAIN by Sister Rosetta Tharpe 1939 COL channel name VAL cdbpdx	COL video title VAL Skeeter Davis - I Will Follow Him (1963) COL channel name VAL Tom Smith	0
COL video title VAL TORNERAI - Carlo Buti COL channel name VAL lindyhoppers	COL video title VAL Louis Armstrong Pledging My Love Ortofon ST-M25無し COL channel name VAL GTKaudio1 Shimomura	0
COL video title VAL Carnie And Wendy Wilson - Jingle Bell Rock COL channel name VAL Ionut Popescu	COL video title VAL Taggy Matcher - Paranoid (ft. Birdy Nixon) COL channel name VAL Vasilis Karanikas	0
COL video title VAL Jimmie Lunceford & His Orch-Sweet Sue Just You (Sy Oliver) Decca Records-78 COL channel name VAL RPMmanToledo Ohio	COL video title VAL Richard Berry & The Pharoahs - Have Love Will Travel - 1960 45rpm COL channel name VAL Sids60sSounds	0
COL video title VAL Beach Boys - Lady Linda COL channel name VAL Grandad35	COL video title VAL Rocket Man - Jann Arden COL channel name VAL BBQBob1952	0
COL video title VAL Marian Anderson - "Deep River" (Spiritual) COL channel name VAL Sergio I	COL video title VAL BATTLE OF NEW ORLEANS - Nitty Gritty Dirt Band COL channel name VAL JohnMcEuenMusic	0
COL video title VAL Tony Bennett - People COL channel name VAL Jazz Art1	COL video title VAL Peter Gabriel - Sledgehammer (1986) COL channel name VAL Genesis Channel	0
COL video title VAL Boyzone - You Needed Me (Official Video) COL channel name VAL BoyzoneVEVO	COL video title VAL Percy Sledge: Try A Little Tenderness COL channel name VAL Patricia Rosa Viola	0
COL video title VAL Nancy LaMott - Alone Together COL channel name VAL Lefteris Moutsos	COL video title VAL Disney Eurobeat - Beauty And The Beast COL channel name VAL Walt Disney Eurobeat	0
COL video title VAL Jerry Lee Lewis - Folsom Prison Blues COL channel name VAL Boxbot79	COL video title VAL Nancy LaMott - Alone Together COL channel name VAL Lefteris Moutsos	0
COL video title VAL Link Wray - Blueberry Hill (Instrumental Cover) COL channel name VAL CoverHeaven	COL video title VAL syl johnson - walk a mile in my shoes COL channel name VAL reinier van kleij	0
COL video title VAL Viva Las Vegas - Plastilina Mosh COL channel name VAL Yoncé Knows	COL video title VAL Turley Richards - My World Is Empty Without You COL channel name VAL Franck-Luc Dancelme	0
COL video title VAL Olavi Virta - Köyhyydestä rikkauteen COL channel name VAL jsjukebox	COL video title VAL Ray Charles - How Deep Is the Ocean? COL channel name VAL MChepapusa	0
COL video title VAL Viva Las Vegas - Plastilina Mosh COL channel name VAL Yoncé Knows	COL video title VAL The House Carpenter - Clarence Ashley (1928) COL channel name VAL thomasd5414	0
COL video title VAL Best Coast - In My Room COL channel name VAL Abraão Vitor	COL video title VAL Gorni Kramer - St  Louis Blues COL channel name VAL Okmusix	0
COL video title VAL Dalida - Tornerai (J'attendrai) COL channel name VAL Christian	COL video title VAL Raffunk  Gushi - Bittersweet Symphony  [Amnesia Ibiza 2010] COL channel name VAL L4r0ss	0
COL video title VAL Paul McCartney - A Day In The Life\\Give Peace A Chance Live at Anfield\, Liverpool 1st June COL channel name VAL NaCcache100	COL video title VAL Two Loves Have I Diamonds 1953 Atlantic 45  1003 B COL channel name VAL Amnondoowop	0
COL video title VAL Bob Wills and His Texas Playboys - Blue Prelude COL channel name VAL adamgswanson	COL video title VAL MARTY ROBBINS - MARIA ELENA COL channel name VAL tommy194070	0
COL video title VAL Bill Watrous  trombone playing a cool 70's style fusion  piece ''Cheryl'' 1978 COL channel name VAL elkartian	COL video title VAL Willie Nelson - "Please Come Home For Christmas" COL channel name VAL RonjaGM	0
COL video title VAL UFO - C'mon Everybody COL channel name VAL phebz42g	COL video title VAL C'mon Everybody Top Of The Pops album Sid Vicious Cover COL channel name VAL Sex Pistols Rareites	1
COL video title VAL The Byrds - I'll Feel A Whole Lot Better (Audio) COL channel name VAL TheByrdsVEVO	COL video title VAL New York Ska-Jazz Esemble - Teardrops From My Eyes COL channel name VAL Alí Cruz Ruiz	0
COL video title VAL Randy Travis - Nowhere Man (Live).mpg COL channel name VAL Reel4u	COL video title VAL Mireille Mathieu - Un Homme Et Une Femme COL channel name VAL NatashaOperty	0
COL video title VAL Joe Hopkins' 52nd Street Jazz Band\, "Hindustan" COL channel name VAL Joe Hopkins	COL video title VAL Mildred Bailey - Don't be that way COL channel name VAL OnlyJazzHQ	0
COL video title VAL DENNIS BROWN  - MY GIRL COL channel name VAL Dj\, Wrinkles Xloaded Sound International	COL video title VAL LaVern Baker - I Need You So COL channel name VAL The Club Silencio	0
COL video title VAL Just One Look - Eddie Lovette COL channel name VAL keeligirl1	COL video title VAL Stranger On the Shore COL channel name VAL Santo & Johnny - Topic	0
COL video title VAL Paul Weller - Birds (Album Version) COL channel name VAL Fran Corao	COL video title VAL Dianne Reeves - Fascinating Rhythm COL channel name VAL CyberGene	0
COL video title VAL The Race Is On-Don Rich COL channel name VAL fkazz duffey	COL video title VAL Chris Thompson & Mads Eriksen Band- Mighty Quinn COL channel name VAL King Kowalle	0
